age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
21.0,19.0,9.16,7.09,2.0,6.0,3.0,5.0,13.21,1.49,42.67,Medium
32.0,7.0,10.92,5.92,3.0,6.0,16.0,1.0,12.69,1.77,36.83,Medium
38.0,9.0,4.48,7.33,7.0,10.0,24.0,5.0,5.83,0.25,46.1,Medium
36.0,4.0,11.1,4.9,1.0,1.0,24.0,7.0,14.06,1.17,51.69,Medium
40.0,8.0,9.82,6.29,6.0,1.0,7.0,4.0,14.65,1.22,,Medium
33.0,0.0,,6.54,1.0,13.0,19.0,8.0,10.26,0.54,42.97,Medium
31.0,1.0,4.49,4.52,5.0,17.0,4.0,1.0,7.74,0.05,56.29,Medium
40.0,18.0,5.09,4.17,6.0,15.0,16.0,6.0,6.66,0.51,60.78,Medium
31.0,13.0,9.25,7.75,1.0,10.0,19.0,5.0,13.11,1.17,35.47,Medium
30.0,19.0,11.58,6.67,0.0,8.0,3.0,5.0,15.83,0.39,55.09,Medium
26.0,9.0,7.35,5.66,5.0,6.0,20.0,3.0,12.09,0.57,50.4,Medium
23.0,8.0,7.79,6.19,3.0,3.0,17.0,9.0,11.24,1.42,51.89,Medium
38.0,9.0,13.34,8.79,6.0,15.0,17.0,8.0,16.4,0.8,71.17,High
20.0,5.0,6.13,5.92,7.0,13.0,27.0,5.0,9.61,0.13,54.38,Medium
43.0,16.0,,4.52,0.0,10.0,17.0,7.0,9.81,0.8,58.51,Medium
22.0,5.0,7.43,6.32,0.0,7.0,15.0,7.0,10.94,2.0,49.43,Medium
32.0,3.0,11.46,7.24,5.0,10.0,10.0,3.0,13.49,0.52,52.21,Medium
34.0,19.0,10.26,4.06,7.0,19.0,7.0,4.0,13.8,0.53,100.0,High
21.0,2.0,8.16,5.66,5.0,16.0,28.0,1.0,12.68,0.34,,Medium
30.0,18.0,13.65,5.97,1.0,,11.0,3.0,16.92,0.54,80.3,High
23.0,17.0,11.35,6.32,7.0,9.0,17.0,5.0,14.36,1.15,62.01,Medium
38.0,3.0,4.62,5.51,4.0,11.0,21.0,1.0,8.55,1.93,31.79,Low
36.0,7.0,11.45,7.33,4.0,0.0,17.0,1.0,15.09,1.22,33.16,Low
22.0,16.0,4.24,8.72,4.0,1.0,28.0,9.0,5.47,0.82,24.29,Low
37.0,4.0,10.5,8.57,6.0,17.0,7.0,6.0,14.4,0.78,58.72,Medium
27.0,12.0,6.1,7.32,6.0,6.0,15.0,9.0,8.73,0.05,60.81,Medium
41.0,0.0,10.96,6.53,1.0,15.0,29.0,4.0,15.72,0.01,88.99,High
44.0,12.0,7.1,8.13,2.0,12.0,16.0,2.0,11.98,1.59,,Low
43.0,3.0,12.73,8.18,6.0,3.0,1.0,2.0,15.52,0.98,69.9,Medium
38.0,13.0,7.37,8.15,3.0,9.0,29.0,,12.25,0.07,54.61,Medium
24.0,2.0,10.2,4.79,1.0,8.0,,2.0,12.44,0.57,71.06,High
26.0,4.0,6.86,4.13,1.0,17.0,21.0,9.0,10.59,0.71,74.93,High
40.0,6.0,13.17,8.92,7.0,8.0,14.0,4.0,14.47,1.57,67.53,Medium
27.0,0.0,11.81,8.8,0.0,9.0,24.0,1.0,13.39,0.87,33.72,Low
24.0,11.0,6.43,6.82,7.0,7.0,21.0,2.0,10.89,,16.45,Low
36.0,10.0,13.49,8.97,4.0,10.0,23.0,3.0,18.07,1.27,54.09,Medium
24.0,7.0,7.57,7.85,5.0,12.0,27.0,0.0,10.7,0.07,42.95,Medium
23.0,5.0,10.52,6.59,1.0,12.0,6.0,3.0,12.88,1.94,38.94,Medium
41.0,1.0,11.43,5.95,2.0,15.0,0.0,3.0,14.23,0.36,75.69,High
38.0,18.0,4.23,6.96,6.0,12.0,1.0,2.0,8.71,0.55,10.81,Low
40.0,19.0,13.59,6.58,3.0,11.0,3.0,9.0,15.43,1.62,85.22,High
21.0,19.0,7.44,8.97,2.0,14.0,15.0,8.0,9.62,0.38,58.02,Medium
30.0,13.0,5.9,6.45,1.0,15.0,11.0,2.0,10.04,,30.65,Low
41.0,0.0,12.51,8.18,1.0,7.0,16.0,1.0,17.25,1.73,37.05,Medium
32.0,9.0,11.03,,0.0,5.0,23.0,6.0,12.4,1.27,44.32,Medium
34.0,15.0,4.87,4.36,2.0,7.0,3.0,8.0,,0.6,42.02,Medium
31.0,3.0,5.17,4.44,0.0,1.0,15.0,5.0,8.75,1.29,21.5,Low
41.0,10.0,11.15,7.3,5.0,17.0,6.0,4.0,13.07,1.63,57.5,Medium
40.0,15.0,4.75,5.3,2.0,10.0,22.0,,8.77,0.81,10.64,Low
41.0,19.0,13.17,7.29,4.0,16.0,7.0,2.0,17.08,1.14,66.73,
30.0,0.0,11.42,4.72,,9.0,24.0,8.0,12.99,1.98,78.2,High
26.0,15.0,7.35,5.99,4.0,1.0,8.0,7.0,10.36,1.93,52.22,Medium
24.0,,7.63,4.51,2.0,18.0,13.0,8.0,11.66,1.02,84.8,High
36.0,8.0,9.06,5.41,0.0,19.0,22.0,7.0,10.83,0.19,64.55,Medium
43.0,8.0,7.61,4.44,4.0,19.0,8.0,0.0,10.46,1.4,61.38,Medium
39.0,8.0,11.83,8.85,1.0,19.0,14.0,7.0,13.31,0.54,76.54,High
28.0,16.0,13.75,5.98,6.0,1.0,20.0,7.0,15.98,1.34,68.58,Medium
33.0,11.0,9.85,8.51,3.0,5.0,25.0,4.0,11.72,0.7,,Low
31.0,12.0,8.46,8.86,7.0,16.0,3.0,5.0,11.48,1.44,57.86,Medium
25.0,7.0,6.23,8.55,0.0,11.0,2.0,1.0,7.79,0.73,0.42,Low
36.0,15.0,10.53,6.27,5.0,4.0,21.0,0.0,13.06,1.88,34.95,Low
38.0,17.0,10.86,7.89,6.0,1.0,9.0,7.0,12.96,0.27,59.55,Medium
38.0,0.0,10.85,4.77,5.0,8.0,26.0,6.0,14.83,0.14,70.45,High
35.0,0.0,4.27,4.47,2.0,1.0,24.0,3.0,8.07,1.56,5.37,Low
31.0,11.0,12.99,8.38,5.0,19.0,3.0,6.0,14.37,0.8,81.48,High
31.0,5.0,7.38,4.16,7.0,13.0,29.0,1.0,12.19,0.93,54.55,Medium
39.0,8.0,11.44,8.86,3.0,14.0,17.0,1.0,15.42,1.87,50.3,Medium
25.0,4.0,11.6,7.36,3.0,1.0,10.0,6.0,15.06,1.18,46.77,Medium
42.0,15.0,10.51,6.1,1.0,17.0,18.0,2.0,13.42,1.32,70.09,High
23.0,17.0,7.95,4.71,5.0,11.0,18.0,5.0,9.66,0.04,77.25,High
25.0,16.0,10.08,7.62,0.0,6.0,17.0,6.0,14.93,1.34,37.32,Medium
30.0,17.0,4.4,6.82,3.0,15.0,12.0,6.0,5.43,0.78,42.49,Medium
20.0,0.0,11.62,7.56,0.0,18.0,24.0,9.0,15.39,0.92,75.22,High
43.0,18.0,5.0,6.09,1.0,2.0,3.0,3.0,8.03,1.62,2.71,Low
42.0,7.0,7.97,4.33,2.0,14.0,2.0,2.0,12.58,1.05,55.8,Medium
34.0,2.0,5.04,5.57,3.0,14.0,15.0,0.0,7.56,1.97,34.61,Low
30.0,4.0,12.37,5.58,,6.0,13.0,6.0,15.44,1.59,74.59,High
44.0,7.0,9.5,4.04,7.0,7.0,9.0,8.0,13.47,1.46,79.12,High
38.0,18.0,10.91,4.05,,6.0,5.0,0.0,12.1,1.18,37.07,Medium
37.0,17.0,10.83,5.65,3.0,2.0,7.0,4.0,12.05,0.82,51.89,Medium
36.0,17.0,12.42,7.64,5.0,18.0,26.0,3.0,,0.11,77.3,High
38.0,0.0,5.33,7.12,7.0,18.0,23.0,9.0,6.92,0.04,90.66,High
40.0,14.0,10.6,5.2,7.0,17.0,15.0,1.0,11.63,0.09,100.0,High
33.0,17.0,9.75,7.01,0.0,6.0,9.0,6.0,13.24,1.92,56.53,Medium
37.0,6.0,4.31,7.24,6.0,18.0,21.0,6.0,8.49,0.65,46.13,Medium
38.0,15.0,6.01,6.61,3.0,4.0,20.0,7.0,10.84,1.4,38.17,Medium
34.0,15.0,6.68,6.61,0.0,12.0,26.0,2.0,,1.19,6.09,Low
34.0,14.0,4.73,5.85,5.0,1.0,6.0,5.0,6.85,1.14,32.25,Low
23.0,5.0,7.55,4.62,4.0,17.0,18.0,3.0,12.01,1.16,64.11,Medium
26.0,8.0,4.27,5.93,7.0,3.0,27.0,2.0,8.65,0.6,2.4,Low
32.0,6.0,9.53,5.73,4.0,3.0,25.0,3.0,13.03,1.77,44.89,Medium
22.0,13.0,6.12,6.96,0.0,7.0,17.0,0.0,8.21,1.84,,Low
35.0,10.0,6.87,,5.0,10.0,12.0,6.0,11.5,1.29,39.28,Medium
28.0,15.0,13.1,5.88,4.0,0.0,7.0,6.0,14.81,1.73,64.6,Medium
27.0,5.0,9.03,7.55,,8.0,,6.0,10.2,0.12,60.33,Medium
39.0,15.0,6.69,8.06,1.0,5.0,27.0,1.0,10.88,0.2,17.88,Low
32.0,19.0,9.98,,4.0,3.0,13.0,0.0,13.23,1.12,15.07,Low
36.0,15.0,6.02,8.51,7.0,5.0,8.0,8.0,8.01,1.69,38.26,Medium
36.0,11.0,4.74,4.35,2.0,12.0,11.0,,8.42,0.63,23.76,Low
36.0,16.0,4.21,8.51,0.0,8.0,5.0,4.0,8.28,1.1,14.29,Low
20.0,4.0,13.52,4.82,4.0,13.0,19.0,4.0,17.9,0.02,97.43,High
27.0,12.0,11.25,5.69,0.0,11.0,21.0,7.0,13.38,1.97,63.37,Medium
38.0,7.0,12.0,7.03,6.0,3.0,27.0,0.0,13.1,1.53,40.73,Medium
25.0,4.0,13.81,8.53,6.0,7.0,22.0,,16.85,0.72,56.77,Medium
22.0,11.0,13.32,5.28,5.0,16.0,11.0,2.0,17.74,1.97,99.1,High
24.0,8.0,11.37,7.82,6.0,,23.0,1.0,13.2,0.18,50.19,Medium
32.0,2.0,10.94,7.55,6.0,2.0,18.0,4.0,13.62,0.93,49.63,Medium
34.0,2.0,7.37,4.8,4.0,3.0,11.0,3.0,9.4,0.12,42.3,Medium
33.0,0.0,5.04,6.4,1.0,7.0,21.0,8.0,6.09,0.67,17.41,Low
42.0,17.0,9.74,6.41,7.0,15.0,29.0,0.0,14.33,0.44,73.83,
35.0,11.0,,5.52,5.0,10.0,25.0,2.0,11.3,0.63,54.67,Medium
37.0,8.0,,7.9,6.0,1.0,21.0,2.0,17.59,1.89,46.83,Medium
41.0,8.0,8.43,8.63,2.0,7.0,25.0,3.0,10.82,0.85,23.48,Low
41.0,17.0,10.91,7.58,0.0,6.0,6.0,6.0,13.02,0.65,37.83,Medium
30.0,17.0,9.75,8.86,7.0,0.0,14.0,4.0,14.51,1.28,26.56,Low
22.0,6.0,5.77,4.25,7.0,1.0,15.0,9.0,9.4,1.37,45.17,Medium
41.0,3.0,9.92,4.19,7.0,12.0,,5.0,,1.97,74.94,High
29.0,12.0,9.4,8.47,2.0,10.0,3.0,2.0,13.44,1.09,31.71,Low
29.0,16.0,,8.49,6.0,2.0,5.0,4.0,11.3,1.51,29.19,Low
40.0,1.0,9.13,4.54,1.0,1.0,15.0,1.0,12.38,0.76,26.72,Low
35.0,13.0,5.64,5.79,6.0,15.0,14.0,3.0,7.72,0.34,39.69,Medium
31.0,2.0,8.63,8.18,7.0,0.0,1.0,2.0,12.97,0.86,24.86,Low
21.0,4.0,10.06,4.64,3.0,6.0,23.0,2.0,13.46,0.84,50.26,Medium
28.0,13.0,8.89,5.34,3.0,2.0,2.0,3.0,10.86,0.84,29.98,Low
,2.0,8.89,7.4,0.0,15.0,14.0,7.0,13.49,1.39,67.26,Medium
22.0,6.0,4.78,8.91,5.0,5.0,24.0,7.0,8.1,0.81,24.17,Low
43.0,17.0,5.91,7.99,1.0,13.0,7.0,0.0,8.89,1.91,18.99,Low
44.0,12.0,7.21,7.89,6.0,10.0,11.0,4.0,8.35,1.97,29.09,Low
34.0,9.0,8.19,5.71,0.0,18.0,21.0,1.0,12.83,1.05,44.19,Medium
22.0,12.0,9.94,7.31,5.0,0.0,25.0,9.0,14.75,1.12,48.19,Medium
38.0,,12.63,4.57,0.0,12.0,1.0,5.0,15.88,0.82,66.75,Medium
37.0,8.0,5.59,8.96,0.0,19.0,14.0,2.0,8.36,0.71,13.25,Low
27.0,1.0,4.15,6.4,2.0,8.0,7.0,9.0,6.59,1.97,45.07,Medium
36.0,4.0,8.49,7.19,4.0,10.0,26.0,9.0,10.56,0.08,61.73,Medium
27.0,16.0,8.32,8.38,1.0,0.0,21.0,8.0,11.62,0.82,27.77,Low
26.0,3.0,9.52,4.0,2.0,12.0,10.0,8.0,11.03,0.3,,High
26.0,16.0,12.33,8.88,5.0,,16.0,7.0,17.01,1.45,,High
22.0,8.0,12.02,5.8,4.0,0.0,21.0,1.0,13.72,0.39,33.93,Low
20.0,19.0,5.0,5.7,0.0,,28.0,1.0,8.98,1.77,10.06,Low
,1.0,13.34,4.73,3.0,19.0,20.0,1.0,15.57,0.75,85.57,High
44.0,17.0,5.1,8.29,6.0,16.0,21.0,4.0,7.0,1.83,44.89,Medium
24.0,10.0,10.35,8.35,2.0,4.0,28.0,9.0,13.58,1.97,,Medium
20.0,,10.72,4.1,7.0,5.0,0.0,8.0,14.78,1.54,64.37,Medium
34.0,7.0,10.8,4.28,1.0,16.0,19.0,6.0,14.71,1.25,90.68,High
24.0,0.0,6.65,8.59,1.0,9.0,22.0,6.0,8.59,0.3,36.37,Medium
32.0,16.0,7.3,4.61,4.0,10.0,28.0,2.0,9.62,1.87,33.59,Low
27.0,11.0,9.49,7.1,2.0,12.0,14.0,2.0,13.97,1.55,49.54,Medium
27.0,3.0,6.0,7.1,0.0,9.0,20.0,9.0,9.89,0.58,44.74,Medium
24.0,12.0,4.2,8.35,7.0,13.0,21.0,2.0,8.05,0.94,22.78,Low
28.0,8.0,9.62,6.86,4.0,12.0,1.0,0.0,11.7,0.14,70.99,High
20.0,6.0,8.65,6.17,5.0,3.0,23.0,7.0,12.82,1.32,52.79,Medium
23.0,4.0,10.57,8.87,1.0,19.0,9.0,1.0,13.0,0.25,48.18,Medium
22.0,4.0,5.47,5.14,7.0,16.0,19.0,6.0,8.08,1.3,67.58,Medium
21.0,16.0,12.41,5.31,5.0,17.0,5.0,8.0,14.56,1.34,100.0,High
27.0,8.0,5.46,4.42,7.0,10.0,2.0,1.0,,0.65,32.03,Low
42.0,5.0,12.91,8.88,2.0,9.0,24.0,0.0,15.59,1.9,39.2,Medium
28.0,18.0,8.5,7.53,3.0,17.0,12.0,4.0,9.57,1.56,60.45,Medium
21.0,15.0,9.5,4.06,7.0,18.0,23.0,9.0,12.32,0.99,94.03,High
33.0,1.0,,7.52,7.0,8.0,29.0,4.0,16.87,1.84,53.59,Medium
33.0,9.0,7.0,6.02,5.0,4.0,14.0,0.0,11.84,1.71,6.62,Low
23.0,15.0,5.82,,6.0,0.0,5.0,8.0,7.13,1.38,9.6,Low
25.0,4.0,8.46,5.39,0.0,4.0,8.0,2.0,10.59,0.31,38.53,Medium
30.0,14.0,6.44,7.55,6.0,2.0,9.0,1.0,9.42,0.99,20.14,Low
22.0,12.0,9.28,7.14,1.0,0.0,8.0,6.0,10.96,1.73,19.98,
27.0,12.0,6.75,4.06,6.0,18.0,17.0,4.0,8.22,1.22,69.25,Medium
22.0,12.0,12.64,8.43,2.0,5.0,8.0,,15.45,1.09,33.91,Low
33.0,14.0,10.07,4.7,7.0,9.0,23.0,3.0,13.39,1.91,56.52,Medium
32.0,,4.0,7.32,3.0,4.0,17.0,8.0,8.28,0.03,21.94,Low
32.0,7.0,12.05,7.88,1.0,11.0,8.0,8.0,17.04,0.02,79.62,
21.0,10.0,,7.15,3.0,11.0,4.0,0.0,11.4,1.79,38.73,Medium
32.0,17.0,7.2,4.49,1.0,16.0,12.0,9.0,9.09,0.08,67.7,Medium
38.0,3.0,7.83,8.88,4.0,1.0,11.0,6.0,11.82,0.67,19.99,Low
25.0,9.0,10.3,,6.0,13.0,8.0,7.0,13.45,1.85,83.26,High
35.0,0.0,8.42,7.14,4.0,11.0,18.0,4.0,11.22,1.38,34.24,Low
21.0,4.0,10.29,7.99,4.0,12.0,19.0,6.0,15.03,1.3,53.84,Medium
27.0,12.0,5.47,8.7,2.0,4.0,0.0,7.0,9.28,1.31,27.57,Low
36.0,0.0,13.7,7.02,7.0,4.0,10.0,7.0,17.43,0.64,92.45,High
42.0,7.0,11.3,5.3,4.0,16.0,4.0,8.0,12.35,1.06,84.69,High
,2.0,6.5,8.18,2.0,4.0,6.0,4.0,10.96,1.26,9.22,Low
29.0,2.0,11.24,4.82,0.0,18.0,12.0,1.0,15.41,0.61,79.57,High
35.0,6.0,9.75,4.11,4.0,3.0,22.0,5.0,11.95,1.59,62.94,Medium
25.0,3.0,5.09,8.54,2.0,6.0,5.0,0.0,7.26,0.64,1.04,Low
21.0,2.0,5.78,6.88,7.0,16.0,12.0,9.0,6.99,0.14,66.61,Medium
21.0,14.0,4.41,4.35,1.0,10.0,5.0,5.0,5.61,0.4,44.68,Medium
32.0,7.0,12.09,6.9,2.0,5.0,14.0,2.0,15.76,0.82,51.93,Medium
43.0,2.0,9.52,4.73,5.0,12.0,7.0,2.0,11.26,1.82,58.81,Medium
34.0,6.0,7.17,4.16,2.0,11.0,10.0,6.0,11.86,0.83,77.02,High
21.0,17.0,5.26,4.58,6.0,4.0,9.0,3.0,9.63,0.18,38.16,Medium
26.0,10.0,8.84,7.88,5.0,9.0,8.0,4.0,11.24,0.39,,Medium
22.0,10.0,9.25,7.78,1.0,10.0,3.0,5.0,11.77,1.09,50.48,Medium
27.0,16.0,11.02,7.02,7.0,8.0,,9.0,13.33,0.36,74.98,High
42.0,5.0,13.7,5.05,6.0,12.0,3.0,5.0,15.07,0.13,96.57,High
33.0,7.0,8.35,7.69,2.0,2.0,23.0,1.0,9.48,1.43,22.12,Low
43.0,0.0,8.06,6.04,6.0,16.0,14.0,2.0,10.87,1.57,66.52,Medium
42.0,9.0,7.7,6.55,7.0,17.0,20.0,0.0,12.47,1.7,21.93,Low
41.0,18.0,12.27,8.49,1.0,4.0,9.0,2.0,16.94,1.69,28.86,Low
26.0,2.0,5.56,6.29,6.0,15.0,13.0,7.0,9.8,0.76,56.39,Medium
40.0,3.0,7.44,7.13,,15.0,24.0,3.0,10.95,1.47,49.9,Medium
26.0,10.0,11.25,8.81,3.0,10.0,5.0,1.0,15.67,1.17,34.97,Low
20.0,14.0,4.16,6.26,4.0,3.0,15.0,3.0,7.22,0.05,15.25,Low
36.0,0.0,6.89,6.8,5.0,8.0,24.0,6.0,8.61,0.8,46.07,Medium
28.0,8.0,10.41,6.92,7.0,14.0,11.0,8.0,14.15,0.11,72.67,High
40.0,10.0,5.86,5.2,0.0,11.0,,4.0,10.54,0.17,39.56,Medium
32.0,18.0,7.03,7.68,2.0,15.0,,4.0,8.11,0.11,59.24,Medium
40.0,12.0,8.86,7.63,6.0,3.0,0.0,4.0,10.87,1.92,21.45,Low
38.0,15.0,8.22,5.07,1.0,2.0,29.0,9.0,10.28,1.69,46.47,Medium
40.0,3.0,5.06,4.07,4.0,3.0,3.0,8.0,6.46,0.88,43.14,Medium
38.0,0.0,13.38,8.99,7.0,1.0,24.0,6.0,15.28,0.5,44.07,Medium
44.0,19.0,4.44,6.91,6.0,,12.0,2.0,6.98,0.14,44.09,Medium
44.0,12.0,11.5,4.91,2.0,6.0,6.0,1.0,16.26,0.86,51.46,Medium
41.0,0.0,4.71,5.42,4.0,1.0,14.0,8.0,9.15,1.2,42.15,Medium
36.0,4.0,8.67,7.09,3.0,0.0,5.0,2.0,13.45,1.59,15.17,Low
42.0,4.0,5.75,4.69,2.0,17.0,29.0,7.0,7.23,0.1,72.05,High
42.0,13.0,5.41,4.19,6.0,7.0,13.0,3.0,6.52,0.84,33.83,Low
29.0,13.0,5.26,7.99,1.0,7.0,17.0,4.0,6.7,1.95,15.41,Low
29.0,7.0,8.53,7.58,3.0,9.0,3.0,7.0,13.19,0.24,64.7,Medium
23.0,3.0,9.15,5.55,2.0,17.0,0.0,4.0,10.78,0.8,52.8,Medium
27.0,6.0,5.33,,4.0,10.0,28.0,9.0,8.62,0.55,62.97,Medium
41.0,,13.79,6.43,6.0,0.0,2.0,1.0,15.7,0.27,62.06,Medium
39.0,18.0,6.58,5.38,3.0,6.0,12.0,5.0,7.66,1.68,34.49,Low
39.0,14.0,8.59,5.99,1.0,7.0,17.0,6.0,9.93,1.39,48.3,Medium
37.0,3.0,6.16,5.37,2.0,13.0,28.0,0.0,10.0,0.82,42.64,Medium
33.0,18.0,8.94,4.88,4.0,18.0,3.0,9.0,10.67,0.74,78.69,High
,8.0,11.56,5.93,6.0,7.0,3.0,8.0,13.48,1.66,79.54,High
33.0,12.0,9.21,8.82,4.0,18.0,10.0,5.0,11.72,0.18,80.64,High
39.0,13.0,6.86,5.33,7.0,3.0,13.0,3.0,10.49,0.29,36.14,Medium
40.0,13.0,6.48,5.68,5.0,9.0,24.0,1.0,9.36,1.81,25.21,Low
43.0,9.0,11.59,5.65,3.0,9.0,6.0,8.0,16.37,1.63,68.75,Medium
34.0,15.0,5.18,6.4,6.0,3.0,28.0,5.0,7.92,1.55,28.43,Low
41.0,4.0,7.7,8.22,2.0,7.0,2.0,8.0,9.5,1.25,55.52,Medium
23.0,5.0,5.51,6.01,5.0,6.0,6.0,1.0,8.65,0.58,46.32,Medium
32.0,1.0,6.58,8.03,4.0,14.0,7.0,4.0,9.38,1.87,55.13,Medium
42.0,12.0,5.53,4.58,3.0,7.0,11.0,5.0,9.68,0.98,35.97,Medium
27.0,12.0,12.87,8.47,0.0,9.0,6.0,4.0,17.61,0.56,49.07,Medium
37.0,18.0,11.32,4.93,6.0,6.0,23.0,5.0,15.67,0.73,56.82,Medium
31.0,17.0,9.61,4.2,4.0,18.0,15.0,2.0,12.17,0.03,85.56,High
42.0,18.0,,4.79,3.0,2.0,29.0,8.0,8.1,,72.87,High
33.0,0.0,9.1,4.95,0.0,8.0,24.0,1.0,13.76,0.38,44.86,Medium
21.0,7.0,9.21,6.54,6.0,15.0,16.0,1.0,11.75,0.27,66.97,Medium
37.0,15.0,9.9,6.25,3.0,13.0,25.0,4.0,13.98,0.06,67.77,Medium
43.0,1.0,4.6,7.58,4.0,6.0,21.0,9.0,9.56,0.45,42.99,Medium
21.0,7.0,13.73,4.25,0.0,11.0,,2.0,17.04,0.21,72.38,High
30.0,5.0,8.65,6.49,7.0,0.0,16.0,1.0,11.57,0.09,37.09,Medium
28.0,15.0,13.27,5.66,6.0,15.0,17.0,5.0,17.07,0.27,96.37,High
31.0,10.0,4.1,7.15,3.0,2.0,25.0,5.0,5.88,0.4,19.67,Low
36.0,16.0,6.48,4.22,2.0,0.0,3.0,6.0,9.43,0.83,33.25,Low
34.0,18.0,5.04,4.17,0.0,5.0,16.0,3.0,7.29,1.17,26.86,Low
44.0,10.0,11.7,6.14,3.0,1.0,14.0,7.0,13.36,0.64,50.62,Medium
36.0,,7.2,8.06,2.0,6.0,21.0,2.0,10.64,0.28,35.26,Medium
37.0,3.0,12.4,7.36,7.0,7.0,16.0,9.0,15.7,1.88,87.88,High
41.0,10.0,12.32,4.08,0.0,12.0,12.0,0.0,16.36,1.03,61.14,Medium
25.0,7.0,10.68,4.89,3.0,15.0,24.0,4.0,15.17,1.48,68.8,Medium
36.0,8.0,10.66,5.13,4.0,9.0,25.0,5.0,12.54,1.39,54.2,Medium
42.0,1.0,11.0,6.12,0.0,3.0,2.0,,15.12,0.57,28.02,Low
43.0,15.0,10.74,6.93,0.0,12.0,11.0,1.0,13.21,,43.46,Medium
37.0,5.0,7.87,5.08,6.0,16.0,26.0,2.0,11.39,1.2,64.57,Medium
27.0,18.0,10.83,5.91,2.0,7.0,16.0,2.0,15.23,0.7,53.02,Medium
28.0,7.0,12.97,6.92,5.0,7.0,21.0,6.0,14.99,1.34,89.9,High
25.0,13.0,7.33,5.92,6.0,6.0,21.0,0.0,10.73,1.58,23.95,Low
,15.0,13.45,4.72,5.0,0.0,6.0,3.0,16.37,0.73,57.61,Medium
31.0,11.0,4.14,6.46,3.0,14.0,6.0,2.0,8.3,0.03,33.78,Low
44.0,4.0,7.49,5.62,4.0,14.0,25.0,9.0,11.28,0.7,65.31,Medium
30.0,18.0,5.32,8.32,,18.0,10.0,6.0,9.4,0.23,65.46,Medium
44.0,17.0,5.27,,0.0,3.0,15.0,0.0,7.42,0.31,17.21,Low
20.0,8.0,12.15,4.95,5.0,5.0,3.0,7.0,15.97,0.73,86.22,High
30.0,1.0,13.18,4.76,2.0,9.0,15.0,9.0,16.6,0.42,100.0,High
38.0,19.0,11.78,5.74,2.0,11.0,4.0,6.0,14.61,1.87,68.97,Medium
28.0,11.0,13.77,6.06,6.0,3.0,18.0,7.0,16.28,1.31,83.79,High
21.0,1.0,6.16,8.66,2.0,5.0,21.0,7.0,8.49,1.04,38.44,Medium
31.0,9.0,5.41,5.51,0.0,13.0,28.0,8.0,6.45,0.02,51.69,Medium
23.0,0.0,9.21,8.34,6.0,12.0,13.0,0.0,10.89,0.21,61.97,Medium
23.0,3.0,12.29,6.53,1.0,2.0,6.0,8.0,13.53,1.58,57.19,Medium
37.0,11.0,4.4,8.43,2.0,14.0,8.0,0.0,8.79,0.78,15.4,Low
34.0,8.0,13.96,7.51,1.0,2.0,24.0,2.0,18.4,0.09,42.54,Medium
38.0,3.0,10.02,7.54,5.0,4.0,27.0,6.0,14.4,1.65,49.9,Medium
,8.0,13.79,6.59,4.0,12.0,12.0,7.0,18.06,0.61,100.0,High
38.0,5.0,7.65,8.2,6.0,14.0,15.0,4.0,9.54,0.77,31.0,Low
36.0,0.0,8.58,5.27,5.0,16.0,20.0,0.0,11.55,1.95,57.5,Medium
25.0,9.0,11.52,,6.0,5.0,3.0,2.0,16.15,0.03,58.55,Medium
35.0,13.0,11.93,7.18,4.0,17.0,6.0,6.0,15.97,1.44,84.92,High
43.0,17.0,6.33,6.19,4.0,2.0,29.0,1.0,7.34,1.9,0.0,Low
31.0,5.0,13.3,8.91,6.0,8.0,2.0,1.0,16.14,0.13,47.62,Medium
38.0,17.0,12.67,8.31,5.0,7.0,19.0,8.0,13.71,1.73,68.66,Medium
24.0,19.0,4.18,7.86,3.0,19.0,14.0,5.0,6.3,0.83,27.58,Low
36.0,15.0,5.29,5.37,7.0,10.0,24.0,3.0,8.03,1.76,66.02,Medium
42.0,14.0,8.96,8.87,0.0,10.0,20.0,9.0,13.53,0.62,66.2,Medium
20.0,15.0,8.61,7.71,1.0,7.0,25.0,8.0,12.23,1.97,31.99,Low
44.0,7.0,11.08,7.03,3.0,0.0,13.0,6.0,13.53,1.29,,Medium
43.0,12.0,4.9,8.61,1.0,,6.0,6.0,7.86,1.25,12.51,Low
42.0,10.0,10.45,4.81,6.0,19.0,17.0,7.0,14.72,1.61,92.33,High
29.0,,10.16,4.7,0.0,3.0,24.0,2.0,12.36,0.87,49.48,Medium
34.0,16.0,6.34,6.82,6.0,1.0,4.0,1.0,9.8,0.52,0.0,Low
42.0,17.0,9.42,4.28,2.0,1.0,20.0,0.0,11.47,0.53,29.91,Low
40.0,18.0,6.22,7.32,6.0,12.0,19.0,1.0,9.14,0.66,32.29,Low
40.0,12.0,5.47,5.2,5.0,19.0,7.0,2.0,6.57,1.23,72.37,High
30.0,14.0,9.73,4.6,3.0,5.0,26.0,4.0,14.14,1.68,40.25,Medium
32.0,0.0,13.77,6.05,6.0,3.0,19.0,,14.96,1.0,85.5,High
24.0,15.0,6.37,6.33,0.0,14.0,17.0,2.0,8.27,0.81,29.61,Low
20.0,4.0,7.55,4.85,5.0,2.0,20.0,6.0,9.88,1.59,53.03,Medium
